School_Code,School_Name,Pct_First_Language_Not_English,Pct_English_Language_Learner,Pct_Students_With_Disabilities,Pct_High_Needs,Pct_Economically_Disadvantaged,Pct_African_American,Pct_Asian,Pct_Hispanic,Pct_White,Pct_Native_American,Pct_Native_Hawaiian_Pacific_Isla,Pct_MultiRace_NonHispanic,Pct_Males,Pct_Females,Average_Class_Size
90003.0,Bancroft Elementary,8.1,4.2,16.5,23.8,6.7,3.2,6.6,5.9,78.4,0.3,0.0,5.6,51.8,48.2,22.1
90305.0,Doherty Middle,9.3,0.9,20.0,22.6,4.6,0.5,13.5,3.7,79.0,0.5,0.0,2.7,50.8,49.2,19.4
90010.0,Henry C Sanborn Elementary,16.0,10.0,14.2,28.3,7.9,1.6,28.1,4.5,63.0,0.8,0.0,2.1,54.9,45.1,22.1
90004.0,High Plain Elementary,26.0,13.2,14.0,28.5,4.5,2.7,29.1,6.6,58.3,0.0,0.0,3.3,53.6,46.4,23.7
90005.0,Shawsheen School,9.6,0.0,49.3,52.1,11.0,2.7,27.4,2.7,65.8,1.4,0.0,0.0,53.4,46.6,12.5
90020.0,South Elementary,14.2,6.9,15.6,25.8,3.2,0.0,18.5,4.9,75.7,0.2,0.2,0.6,50.9,49.1,21.9
90025.0,West Elementary,11.9,5.0,20.9,30.5,8.2,3.0,14.6,6.8,72.5,0.2,0.0,3.0,51.7,48.3,22.9
90350.0,Wood Hill Middle School,18.9,1.4,18.9,26.3,6.7,3.1,26.5,6.2,61.8,0.0,0.0,2.4,45.8,54.2,18.6
100505.0,Arlington High,12.4,0.9,11.1,20.7,10.3,4.1,10.7,5.7,75.6,0.0,0.2,3.7,49.1,50.9,14.3
100010.0,Brackett,5.9,2.7,11.8,17.0,3.8,1.5,10.3,4.6,77.1,0.0,0.2,6.3,52.1,47.9,18.3
100025.0,Cyrus E Dallin,3.2,2.4,14.2,20.2,4.9,1.7,12.4,4.5,77.9,0.0,0.2,3.2,51.9,48.1,16.9
100030.0,Hardy,16.0,12.6,12.9,31.5,8.2,4.9,15.7,7.3,68.1,0.2,0.4,3.3,54.3,45.7,21.6
100005.0,John A Bishop,8.9,4.9,9.2,19.5,6.1,4.2,14.6,3.1,72.9,0.0,0.7,4.5,49.4,50.6,23.7
100055.0,M Norcross Stratton,11.6,7.8,14.1,26.8,9.1,2.5,18.2,6.3,68.4,0.0,0.0,4.5,49.7,50.3,17.2
100038.0,Menotomy Preschool,11.4,0.0,52.9,55.7,8.6,0.0,12.9,5.7,78.6,0.0,0.0,2.9,62.9,37.1,14.4
100410.0,Ottoson Middle,12.9,2.2,15.1,25.1,9.9,4.2,10.0,5.5,75.3,0.0,0.0,5.0,47.0,53.0,19.1
100045.0,Peirce,10.9,9.4,11.6,22.5,4.3,4.0,12.3,8.3,72.8,0.0,0.0,2.5,49.6,50.4,22.0
100050.0,Thompson,17.4,12.4,9.0,31.5,15.0,5.4,16.1,10.7,62.0,0.6,0.2,4.9,51.9,48.1,23.0
140505.0,Ashland High,11.3,1.7,13.2,22.8,10.3,2.0,9.0,9.4,77.2,0.3,0.0,2.2,48.8,51.2,14.6
140405.0,Ashland Middle,19.4,2.4,14.5,29.3,14.8,2.4,12.1,11.2,71.0,0.3,0.0,2.9,48.7,51.3,19.1
140015.0,David Mindess,26.0,6.1,17.1,30.8,12.4,2.1,13.5,9.5,70.5,1.0,0.0,3.4,50.6,49.4,21.7
140010.0,Henry E Warren Elementary,15.7,6.6,12.6,27.9,11.6,1.8,14.1,10.7,69.1,0.6,0.2,3.6,49.8,50.2,21.2
140005.0,William Pittaway Elementary,15.3,0.0,20.6,26.0,11.5,1.5,17.6,3.8,73.3,0.0,0.0,3.8,51.9,48.1,7.1
160001.0,A. Irvin Studley Elementary School,24.0,17.7,15.4,55.3,38.3,3.9,1.8,27.9,59.2,0.2,0.2,6.8,52.6,47.4,20.5
160515.0,Attleboro Community Academy,12.7,0.0,9.5,54.0,46.0,1.6,1.6,11.1,76.2,1.6,0.0,7.9,54.0,46.0,7.6
160505.0,Attleboro High,10.2,2.3,14.2,35.5,25.6,5.5,4.1,12.5,73.6,0.3,0.2,3.8,54.2,45.8,18.1
160315.0,Cyril K. Brennan Middle School,14.1,4.9,14.9,45.5,32.2,4.2,4.9,18.1,64.9,0.4,0.4,7.2,53.3,46.7,20.8
160008.0,Early Learning Center,10.7,0.5,45.5,60.4,28.9,3.7,3.7,10.7,75.9,0.0,0.0,5.9,61.5,38.5,7.2
160045.0,Hill-Roberts Elementary School,15.8,4.3,12.6,39.6,26.1,6.0,3.9,12.8,68.3,0.9,0.0,8.1,55.0,45.0,23.9
160040.0,Hyman Fine Elementary School,16.5,13.3,12.2,43.3,30.2,4.3,6.3,12.6,70.7,0.0,0.0,6.1,47.2,52.8,22.4
160050.0,Peter Thacher Elementary School,13.7,6.9,24.4,48.5,30.7,3.8,6.1,11.7,68.8,0.0,0.0,9.6,53.8,46.2,16.5
160305.0,Robert J. Coelho Middle School,7.5,1.5,17.5,34.4,19.8,3.6,3.6,10.6,76.8,0.0,0.0,5.4,51.0,49.0,24.3
160035.0,Thomas Willett Elementary School,17.6,11.6,14.0,51.2,37.6,6.2,9.4,9.8,65.0,0.0,0.0,9.6,52.3,47.7,21.7
160320.0,Wamsutta Middle School,17.1,3.5,17.1,44.2,31.3,6.0,5.9,18.7,64.9,0.0,0.2,4.3,53.7,46.3,21.8
170305.0,Auburn Middle,6.1,2.6,6.6,22.8,16.2,1.8,4.2,5.4,85.6,0.3,0.0,2.7,50.6,49.4,19.0
170505.0,Auburn Senior High,5.7,2.1,9.6,23.8,15.2,2.1,4.3,6.4,84.0,0.4,0.0,2.8,48.1,51.9,17.3
170010.0,Bryn Mawr,5.2,4.2,9.1,28.7,18.2,1.4,3.1,10.1,81.1,0.7,0.0,3.5,52.1,47.9,23.0
170025.0,Pakachoag School,8.9,7.8,7.8,31.3,19.6,2.8,3.9,8.2,81.1,0.0,0.0,3.9,52.3,47.7,21.5
170030.0,Swanson Road Intermediate School,6.3,3.2,7.4,26.1,18.2,1.5,3.4,7.6,84.0,0.0,0.0,3.5,49.3,50.7,21.7
180510.0,Avon Middle High School,7.2,2.2,16.3,34.8,23.8,37.3,5.6,4.7,48.3,0.6,0.0,3.4,48.3,51.4,13.3
180010.0,Ralph D Butler,2.8,2.0,14.4,34.4,22.3,23.3,3.8,6.8,59.0,1.3,0.0,5.8,52.2,47.8,18.0
200505.0,Barnstable High,10.9,6.2,12.2,36.4,25.5,8.4,2.8,11.5,72.2,0.9,0.4,3.7,48.7,51.3,15.3
200315.0,Barnstable Intermediate School,11.8,5.3,17.8,46.8,32.2,8.0,1.7,9.9,74.7,0.5,0.0,5.2,48.7,51.3,15.1
200050.0,Barnstable United Elementary School,20.4,7.3,13.4,48.0,32.3,6.7,2.1,11.7,75.6,0.0,0.4,3.5,52.0,48.0,23.4
200010.0,Centerville Elementary,17.1,14.0,15.0,45.7,28.7,4.8,1.4,8.5,82.3,0.3,0.0,2.7,53.9,46.1,19.6
200001.0,Enoch Cobb Early Learning Center,22.2,15.1,46.0,66.7,41.3,5.6,2.4,11.1,73.0,0.0,0.0,7.9,54.8,45.2,8.3
200025.0,Hyannis West Elementary,40.2,37.1,7.3,80.9,57.6,17.1,2.5,27.5,42.7,0.3,0.3,9.6,54.8,45.2,22.1
200005.0,West Barnstable Elementary,8.8,7.7,12.7,37.3,28.1,4.6,1.9,6.5,83.5,0.0,0.0,3.5,56.5,43.5,24.1
200045.0,West Villages Elementary School,4.1,3.6,10.9,31.5,21.5,2.0,0.7,5.2,88.0,0.5,0.0,3.6,50.3,49.7,27.6
230505.0,Bedford High,9.6,1.0,16.0,22.7,7.8,7.8,11.4,6.4,68.7,0.0,0.6,5.2,50.6,49.4,12.3
230305.0,John Glenn Middle,16.5,4.3,17.1,28.1,8.8,5.8,15.5,5.9,69.2,0.0,0.0,3.6,50.2,49.8,14.5
230010.0,Lt Elezer Davis,20.2,10.4,8.7,25.3,9.4,5.0,16.7,6.2,65.2,0.0,0.0,6.9,50.2,49.8,22.0
230012.0,Lt Job Lane School,17.0,7.8,17.8,32.0,7.8,5.7,15.7,4.4,70.3,0.0,0.0,3.9,53.4,46.6,20.5
240505.0,Belchertown High,2.4,0.1,12.0,22.1,13.5,2.0,2.0,4.1,90.3,0.1,0.1,1.4,50.3,49.7,14.0
240006.0,Chestnut Hill Community School,1.7,0.7,20.8,32.2,18.0,2.6,2.4,4.0,88.4,0.0,0.3,2.2,50.5,49.5,22.5
240005.0,Cold Spring,0.0,0.0,15.3,31.2,22.9,1.2,1.8,5.3,86.5,0.0,0.0,5.3,44.7,55.3,16.4
240025.0,Jabish Middle School,3.0,0.3,18.5,32.2,19.2,2.3,1.5,1.5,92.2,0.0,0.3,2.3,51.9,48.1,15.6
240018.0,Swift River Elementary,2.0,2.0,21.0,38.1,23.2,2.0,1.2,5.0,88.6,0.6,0.0,2.6,52.1,47.9,20.3
250003.0,Bellingham Early Childhood Center,2.1,0.0,37.5,43.8,15.6,2.1,3.1,0.0,91.7,0.0,2.1,1.0,57.3,42.7,15.7
250505.0,Bellingham High School,3.0,1.1,19.4,31.7,15.6,1.8,3.1,5.3,88.4,0.3,0.0,1.2,54.5,45.5,18.3
250315.0,Bellingham Memorial School,4.5,1.0,17.6,30.7,17.3,1.7,4.2,3.5,88.9,0.3,0.0,1.4,49.9,50.1,20.2
250510.0,Keough Memorial Academy,0.0,0.0,73.5,85.3,44.1,0.0,0.0,11.8,85.3,0.0,0.0,2.9,64.7,32.4,8.6
250020.0,South Elementary,2.1,0.9,13.7,27.5,17.3,1.8,1.2,2.1,91.9,0.0,2.4,0.6,50.1,49.9,20.0
250025.0,Stall Brook,4.7,3.8,13.5,33.0,21.3,1.8,2.0,3.5,87.4,0.0,1.5,3.8,46.8,53.2,16.0
260505.0,Belmont High,16.5,2.1,5.7,14.3,6.5,4.6,16.8,3.5,69.9,0.0,0.1,5.2,46.9,53.1,19.2
260015.0,Daniel Butler,31.4,13.5,7.2,34.4,12.9,4.4,23.7,8.8,56.7,0.6,0.0,5.8,52.6,47.4,22.8
260010.0,Mary Lee Burbank,19.0,12.3,5.6,24.9,5.9,2.1,20.6,4.3,65.1,0.0,0.3,7.5,49.6,50.4,22.8
260035.0,Roger E Wellington,22.9,9.8,10.9,27.5,8.0,3.1,15.3,2.2,69.0,0.0,0.0,10.5,55.1,44.9,22.5
260005.0,Winn Brook,25.0,12.2,8.1,25.6,4.5,1.7,24.8,3.4,63.0,0.2,0.0,6.8,51.3,48.7,22.4
260305.0,Winthrop L Chenery Middle,21.3,2.8,10.2,20.6,7.5,3.5,16.1,4.9,69.3,0.1,0.1,6.0,49.7,50.3,22.1
270010.0,Berkley Community School,0.0,0.0,13.8,29.1,18.4,0.0,0.2,0.9,96.1,0.0,0.0,2.8,49.5,50.5,20.8
270305.0,Berkley Middle School,0.3,0.3,18.1,25.3,11.0,1.0,0.8,1.5,94.1,0.0,0.0,2.6,48.0,52.0,19.3
280005.0,Berlin Memorial,11.1,5.3,15.3,31.6,17.9,0.5,2.1,3.7,88.9,0.5,0.0,4.2,57.4,42.6,15.6
300055.0,Ayers/Ryal Side School,21.5,17.1,14.3,48.4,31.4,3.4,4.4,17.0,73.1,0.0,0.0,2.1,52.0,48.0,22.0
300505.0,Beverly High,4.1,2.0,17.7,35.2,23.8,3.0,2.7,10.8,81.2,0.0,0.2,2.2,49.8,50.2,18.9
300305.0,Briscoe Middle,3.1,1.7,20.3,37.6,23.4,3.0,2.4,9.5,82.2,0.0,0.0,3.0,53.9,46.1,19.3
300010.0,Centerville Elementary,2.0,1.4,20.1,42.2,34.1,3.9,0.6,15.4,76.3,0.0,0.0,3.9,52.2,47.8,16.5
300015.0,Cove Elementary,3.7,2.6,17.5,40.3,28.4,3.0,1.3,11.4,77.4,0.0,0.2,6.7,52.2,47.8,15.8
300033.0,Hannah Elementary,2.1,1.6,19.4,34.4,20.7,1.3,1.3,11.8,80.8,0.0,0.0,4.7,51.4,48.6,16.8
300002.0,McKeown School,9.8,1.8,56.3,70.5,35.7,5.4,0.9,11.6,74.1,0.0,0.0,8.0,63.4,36.6,9.0
300040.0,North Beverly Elementary,1.5,0.5,16.9,32.2,20.7,2.0,2.0,10.5,82.6,0.3,0.0,2.6,51.9,48.1,17.0
310505.0,Billerica Memorial High School,6.8,1.2,14.9,26.7,15.2,2.3,6.4,4.6,84.3,0.1,0.3,2.0,49.9,50.1,17.7
310030.0,Eugene C Vining,3.0,0.0,13.7,27.9,17.8,2.0,4.6,10.2,76.6,0.0,0.5,6.1,53.8,46.2,16.5
310007.0,Frederick J Dutile,4.0,0.0,17.2,32.3,18.8,4.3,3.3,5.6,84.5,0.0,0.0,2.3,50.2,49.8,18.8
310026.0,Hajjar Elementary,16.6,5.2,13.6,33.3,17.4,4.6,8.6,8.4,76.9,0.4,0.0,1.0,53.2,46.8,20.3
310012.0,John F Kennedy,2.5,0.0,9.7,18.7,11.8,1.6,2.8,2.8,90.7,0.0,0.0,2.2,50.5,49.5,18.7
310310.0,Locke Middle,5.6,0.0,19.2,27.2,12.9,2.2,6.2,3.4,85.4,0.0,0.2,2.6,51.1,48.9,18.4
310305.0,Marshall Middle School,7.9,1.3,19.3,32.4,17.2,3.2,5.5,3.9,85.9,0.2,0.2,1.3,49.6,50.4,19.2
310015.0,Parker,5.9,0.8,18.1,32.7,18.3,5.9,10.5,6.9,73.2,0.4,0.0,3.2,55.8,44.2,20.2
310005.0,Thomas Ditson,6.6,2.4,12.7,27.5,15.9,5.0,9.0,6.1,75.5,0.0,0.0,4.4,48.9,51.1,19.0
350541.0,Another Course To College,48.0,17.0,22.0,73.1,61.4,43.0,5.8,39.9,7.2,0.4,0.4,3.1,49.3,50.7,16.8
350003.0,Baldwin Early Learning Center,64.8,59.1,23.3,79.2,31.4,15.1,25.8,32.1,22.6,0.0,0.0,4.4,59.7,40.3,18.8
350021.0,Beethoven,29.8,26.1,14.6,60.2,39.5,23.4,3.6,29.2,41.0,0.0,0.0,2.7,49.5,50.5,17.2
350390.0,Blackstone,56.8,46.5,23.6,91.1,72.5,24.1,1.5,69.4,3.6,0.0,0.2,1.2,52.6,47.4,18.6
350548.0,Boston Adult Academy,78.2,74.6,7.1,93.4,51.3,53.8,2.0,37.1,5.1,0.0,1.0,1.0,48.7,51.3,18.1
350546.0,Boston Arts Academy,35.8,4.5,13.4,55.3,43.6,40.5,4.5,39.4,12.5,0.0,0.0,3.1,36.2,63.8,14.6
350755.0,Boston Collaborative High School,39.4,15.5,17.6,77.2,66.3,43.0,1.0,39.4,14.5,1.0,0.0,1.0,51.8,48.2,31.1
350558.0,Boston Community Leadership Academy,61.0,24.6,22.0,77.2,56.0,36.0,4.8,51.2,5.8,0.4,0.0,1.8,51.2,48.8,16.5
350507.0,Boston International High School,100.0,79.6,4.2,99.5,60.3,47.4,3.4,45.5,1.9,0.0,0.8,1.1,51.9,48.1,15.3
350560.0,Boston Latin,32.7,3.2,2.1,20.8,15.7,8.0,29.0,12.1,46.9,0.1,0.0,3.8,45.1,54.9,25.8
350545.0,Boston Latin Academy,41.6,1.8,2.9,36.6,31.7,22.7,21.9,22.6,29.3,0.4,0.2,2.9,41.9,58.1,17.9
350012.0,Boston Teachers Union School,24.3,13.5,21.6,56.1,39.9,23.0,2.7,39.5,31.1,0.3,0.0,3.4,51.4,48.6,18.6
350505.0,Brighton High,59.3,41.6,23.8,86.2,61.0,44.3,3.1,45.7,5.4,0.4,0.1,1.0,60.3,39.7,17.8
350036.0,Carter Developmental Center,55.2,31.0,100.0,100.0,75.9,51.7,13.8,17.2,13.8,0.0,3.4,0.0,62.1,37.9,27.0
350054.0,Charles H Taylor,37.1,32.5,15.0,82.4,68.2,75.1,1.2,18.1,1.6,1.0,0.2,2.8,51.1,48.9,18.6
350052.0,Charles Sumner,45.2,40.3,21.0,73.8,55.4,19.2,1.4,60.8,14.2,0.0,0.2,4.3,53.2,46.8,18.9
350515.0,Charlestown High,61.9,41.5,25.3,87.4,62.9,33.1,17.0,43.5,5.2,0.1,0.0,1.1,60.1,39.9,15.2
350430.0,Clarence R Edwards Middle,68.4,42.4,31.6,88.7,58.5,13.1,7.5,68.1,9.6,0.0,0.0,1.8,54.3,45.7,19.4
350518.0,Community Academy,15.9,9.1,18.2,75.0,72.7,68.2,0.0,25.0,2.3,0.0,0.0,4.5,88.6,11.4,7.6
350581.0,Community Academy of Science and Health,45.8,31.0,36.2,86.6,66.8,69.6,3.3,23.3,2.2,0.0,0.0,1.6,54.0,46.0,16.6
350020.0,Curley K-8 School,47.5,36.5,26.2,69.6,52.2,18.7,2.5,53.8,20.1,0.0,0.1,4.7,49.6,50.4,19.0
350062.0,Curtis Guild,76.4,66.7,21.0,89.3,56.3,1.0,0.6,81.2,16.5,0.0,0.0,0.6,52.4,47.6,16.8
350066.0,Dante Alighieri Montessori School,59.4,49.0,10.4,71.9,33.3,1.0,0.0,62.5,30.2,0.0,0.0,6.3,49.0,51.0,6.6
350072.0,David A Ellis,44.3,37.4,13.7,87.2,75.6,35.8,0.2,59.6,2.5,0.2,0.0,1.6,49.8,50.2,18.6
350074.0,Dearborn,65.0,48.2,12.9,85.4,61.5,67.3,0.3,26.5,1.6,0.6,0.0,3.6,55.0,45.0,13.9
350077.0,Dennis C Haley,22.6,17.5,31.0,62.4,41.4,30.8,1.1,36.9,24.8,0.2,0.4,5.8,48.5,51.5,22.9
350080.0,Donald Mckay,84.8,59.4,13.0,88.3,50.3,2.2,0.5,89.2,7.2,0.0,0.0,0.8,51.2,48.8,19.2
350651.0,Dorchester Academy,33.3,8.1,34.3,77.8,72.7,61.6,1.0,32.3,4.0,0.0,0.0,1.0,45.5,54.5,10.7
350008.0,Dr. Catherine Ellison-Rosa Parks Early Ed School,56.6,54.0,21.2,84.7,63.0,50.3,1.1,42.9,3.2,1.1,0.0,1.6,55.6,44.4,18.2
350266.0,Dr. William Henderson Lower,26.3,25.8,25.8,63.1,37.3,25.8,13.8,17.5,40.1,0.0,0.5,2.3,47.9,52.1,25.1
350426.0,Dr. William Henderson Upper,25.1,11.5,42.6,80.4,54.7,43.2,6.7,25.7,21.6,0.2,0.2,2.4,54.7,45.3,17.1
350006.0,ELC - West Zone,43.0,40.4,22.8,71.9,46.5,22.8,7.9,49.1,14.0,0.9,0.0,5.3,54.4,45.6,17.4
350009.0,East Boston Early Childhood Center,63.5,55.3,22.4,84.1,49.4,5.9,1.2,62.4,28.2,0.0,0.0,2.4,55.3,44.7,17.9
350530.0,East Boston High,76.7,43.4,15.4,80.2,46.0,6.9,1.3,77.7,12.8,0.6,0.0,0.8,56.7,43.3,17.7
350375.0,Edison K-8,61.2,48.5,21.9,84.9,59.2,19.9,15.7,45.3,15.7,0.6,0.1,2.6,54.4,45.6,19.8
350088.0,Edward Everett,46.8,34.9,14.7,83.5,62.6,42.8,19.1,30.6,4.0,0.4,0.0,3.2,52.9,47.1,20.9
350096.0,Eliot Elementary,16.1,9.7,20.3,38.7,20.4,9.5,6.8,19.7,58.1,0.2,0.2,5.6,50.7,49.3,18.7
350100.0,Ellis Mendell,27.5,23.8,22.5,52.9,34.8,22.5,0.4,33.6,36.1,0.0,0.0,7.4,52.5,47.5,18.4
350522.0,Excel High School,53.9,29.7,27.4,84.4,64.6,37.7,21.9,28.8,9.7,0.4,0.4,1.1,61.9,38.1,17.0
350540.0,Fenway High School,50.8,20.0,19.7,66.9,48.3,33.9,3.6,55.3,5.3,0.0,0.3,1.7,47.2,52.8,21.9
350116.0,Franklin D Roosevelt,30.5,17.9,25.2,65.1,43.7,33.1,2.2,43.0,20.1,0.0,0.2,1.3,49.0,51.0,23.0
350326.0,Gardner Pilot Academy,66.8,48.9,23.2,82.0,51.4,12.0,5.2,64.8,13.5,0.0,0.5,4.0,53.1,46.9,16.9
350122.0,George H Conley,32.4,24.8,32.9,66.7,48.2,36.5,2.7,39.2,18.9,0.0,0.0,2.7,56.3,43.7,15.1
350543.0,Greater Egleston Community High School,55.1,24.0,12.9,75.1,60.0,30.7,0.0,61.8,4.9,0.9,0.0,1.8,53.8,46.2,15.3
350200.0,Harvard-Kent,56.4,47.1,21.6,91.3,74.5,23.0,29.1,34.5,10.1,0.2,0.2,2.8,55.8,44.2,16.8
350010.0,Haynes Early Education Center,50.3,47.6,13.4,86.6,68.4,52.4,2.1,38.5,2.1,1.1,0.0,3.7,52.9,47.1,16.5
350135.0,Henry Grew,27.6,20.5,5.0,76.2,66.1,42.7,2.1,42.7,7.1,0.0,0.4,5.0,49.8,50.2,21.6
350015.0,Higginson,43.9,41.0,28.9,91.3,75.7,41.0,0.6,53.8,1.2,0.0,0.6,2.9,54.3,45.7,17.7
350377.0,Higginson/Lewis K-8,27.0,19.4,27.0,88.2,78.9,51.5,0.8,40.3,1.7,0.6,0.0,5.1,55.2,44.8,18.1
350750.0,Horace Mann School for the Deaf,60.0,44.4,97.8,100.0,73.3,37.8,6.7,41.1,11.1,0.0,0.0,3.3,61.1,38.9,5.8
350141.0,Hugh Roe O'Donnell,84.2,73.5,12.5,93.0,53.3,0.7,2.6,91.2,4.0,0.0,0.0,1.5,51.5,48.5,23.1
350013.0,Jackson Mann,48.1,36.6,21.2,82.5,63.1,38.4,11.0,39.1,8.1,0.3,0.0,3.1,57.5,42.5,18.4
350146.0,James Condon Elementary,43.3,34.0,21.7,79.8,64.7,34.9,7.4,31.6,22.5,0.1,0.5,3.1,50.5,49.5,20.1
350154.0,James J Chittick,21.3,17.6,26.4,79.7,67.9,64.2,1.7,26.7,3.7,0.0,0.0,3.7,55.1,44.9,15.5
350156.0,James Otis,71.4,63.3,9.0,85.2,49.7,5.0,2.0,69.1,22.4,0.0,0.0,1.5,48.5,51.5,17.3
350485.0,James P Timilty Middle,59.0,37.5,24.0,87.3,70.4,29.4,1.6,65.8,0.5,0.0,0.3,2.4,53.1,46.9,21.0
350153.0,James W Hennigan,57.8,47.6,20.2,85.3,68.5,27.7,2.2,62.1,6.1,0.0,0.2,1.7,50.3,49.7,16.8
350525.0,Jeremiah E Burke High,49.7,34.4,12.1,82.6,61.1,72.8,0.6,22.5,3.3,0.0,0.0,0.8,51.9,48.1,18.2
350172.0,John D Philbrick,23.3,19.2,12.2,60.5,47.7,40.7,1.2,32.6,22.1,0.0,0.6,2.9,52.9,47.1,22.0
350166.0,John F Kennedy,57.6,51.0,15.4,86.1,68.6,20.4,1.0,71.5,4.7,0.0,0.0,2.4,50.0,50.0,15.6
350179.0,John W McCormack,55.4,30.2,24.1,89.2,72.5,32.0,7.2,55.0,5.0,0.0,0.0,0.9,51.4,48.6,19.4
350180.0,John Winthrop,35.6,25.5,12.5,82.1,71.4,58.4,2.7,31.9,0.9,0.6,1.5,4.0,46.5,53.5,18.7
350182.0,Joseph J Hurley,65.2,53.3,11.9,71.4,51.8,6.2,0.6,72.5,18.1,0.0,0.0,2.5,49.3,50.7,19.2
350183.0,Joseph Lee,27.5,17.8,36.5,82.0,66.4,53.4,6.3,28.8,6.3,0.0,0.3,5.0,56.0,44.0,21.6
350184.0,Joseph P Manning,12.7,7.6,32.3,49.4,30.4,19.0,3.8,27.8,41.1,0.0,0.6,7.6,53.2,46.8,14.8
350181.0,Joseph P Tynan,34.3,30.2,37.7,92.5,80.2,39.2,8.2,27.6,18.7,0.0,0.0,6.3,58.2,41.8,11.1
350286.0,Josiah Quincy,66.0,57.7,15.5,82.2,55.0,15.7,57.1,13.5,9.7,0.1,0.0,3.9,50.2,49.8,17.9
350190.0,Joyce Kilmer,23.0,12.0,22.1,48.0,24.1,13.6,8.7,17.5,54.9,0.0,0.2,5.1,54.3,45.7,18.9
